epoch,train_loss,val_loss,val_acc,val_loss_old
1,1.8331304615871475,1.9284122261980714,0.2790222222222222,1357.6022072434423
2,1.8085552665658973,3.51074672927445,0.1373888888888889,2471.5656974092126
3,1.8182869318195365,2.634902048475024,0.2168555555555555,1854.9710421264167
4,1.8253860653124072,2.0869940824129363,0.2539888888888889,1469.2438340187073
5,1.8203015601770445,1.8001820334148677,0.3051555555555555,1267.328151524067
6,1.81513694352047,2.024792744185437,0.2562777777777777,1425.4540919065475
7,1.8065813200717624,2.117417000742121,0.2102333333333333,1490.6615685224533
8,1.7892713401127944,2.0418736070225183,0.2566111111111111,1437.479019343853
9,1.7722111249511892,1.7369454403153874,0.3490888888888889,1222.8095899820328
10,1.7580661853267388,1.7032004037702626,0.3656666666666666,1199.0530842542648
11,1.7326773863963103,1.9780201705341989,0.2798,1392.526200056076
12,1.700638879767873,1.6500635584816337,0.3816333333333333,1161.64474517107
13,1.6629823661324652,2.383840006289326,0.2273111111111111,1678.2233644276855
14,1.6180790063332429,2.0390617733143945,0.2850111111111111,1435.499488413334
15,1.5581510806964205,1.652702223551883,0.3965555555555555,1163.5023653805256
16,1.5028605307029053,1.7369595004076308,0.3824444444444444,1222.819488286972
17,1.4441167454827917,1.6194144693541934,0.4278111111111111,1140.067786425352
18,1.3765442141077735,1.2411137867126276,0.5734666666666667,873.7441058456898
19,1.2989724339409308,1.2314628434198147,0.5836111111111111,866.9498417675495
20,1.2175246441567489,1.0382287674160167,0.6572,730.9130522608757
