epoch,train_loss,val_loss,val_acc,val_loss_old
1,1.8304132927547805,1.7728620652448044,0.3587555555555555,1248.0948939323423
2,1.5439616450193254,1.749882282900878,0.3994222222222222,1231.917127162218
3,1.4243253169750625,1.4561573685654863,0.4739,1025.1347874701023
4,1.3359385334293952,1.687667976260524,0.4609111111111111,1188.1182552874088
5,1.2634317344901236,1.6800113248384811,0.4475888888888888,1182.7279726862907
6,1.1991235464811325,1.357430693238381,0.5309222222222222,955.6312080398202
7,1.1398065117272465,1.1986869386905297,0.5889333333333333,843.8756048381329
8,1.077912982468578,1.7589975309092551,0.4531666666666666,1238.3342617601156
9,1.0134637837552212,1.951115097173236,0.4187,1373.585028409958
10,0.9462473318827423,1.6574744403108277,0.5208111111111111,1166.8620059788227
11,0.8764901866459034,1.4390198851628655,0.5481777777777778,1013.0699991546572
12,0.8048945353789763,2.047591239743104,0.4732555555555555,1441.5042327791452
